,Dataset,DataName,SpeciesName,TraitName,OriglName,value,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName
1,Leaf and Whole Plant Traits Database,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA,385.4,cm2/g,Single,NA,,NA,38.54,mm2 mg-1
2,Leaf and Whole Plant Traits Database,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA,212.6,cm2/g,Single,NA,,NA,21.26,mm2 mg-1
3,Leaf and Whole Plant Traits Database,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA,446,cm2/g,Single,NA,,NA,44.6,mm2 mg-1
4,Leaf and Whole Plant Traits Database,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA,336,cm2/g,Single,NA,,NA,33.6,mm2 mg-1
7,Leaf and Whole Plant Traits Database,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA (cm2/g),385.4,cm2/g,Single,NA,,NA,38.54,mm2 mg-1
126,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,26.55397727,mm2 mg-1,Single,NA,,NA,26.55397727,mm2 mg-1
127,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,26.19178744,mm2 mg-1,Single,NA,,NA,26.19178744,mm2 mg-1
128,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,36.57356322,mm2 mg-1,Single,NA,,NA,36.57356322,mm2 mg-1
129,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,23.94029126,mm2 mg-1,Single,NA,,NA,23.94029126,mm2 mg-1
130,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,29.12592593,mm2 mg-1,Single,NA,,NA,29.12592593,mm2 mg-1
131,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,20.95041667,mm2 mg-1,Single,NA,,NA,20.95041667,mm2 mg-1
132,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,27.2038835,mm2 mg-1,Single,NA,,NA,27.2038835,mm2 mg-1
133,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,26.09651741,mm2 mg-1,Single,NA,,NA,26.09651741,mm2 mg-1
134,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,20.69638243,mm2 mg-1,Single,NA,,NA,20.69638243,mm2 mg-1
135,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Calamagrostis canadensis,SLA.nopetiole,SLA mm2 mg-1,22.16115702,mm2 mg-1,Single,NA,,NA,22.16115702,mm2 mg-1
167,"Leaf Area, Dry Mass and SLA Dataset",SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,Specific Leaf Area,210.3829272,cm2/g,Single,NA,,NA,21.03829272,mm2 mg-1
168,"Leaf Area, Dry Mass and SLA Dataset",SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,Specific Leaf Area,209.9732518,cm2/g,Single,NA,,NA,20.99732518,mm2 mg-1
169,"Leaf Area, Dry Mass and SLA Dataset",SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,Specific Leaf Area,199.6624473,cm2/g,Single,NA,,NA,19.96624473,mm2 mg-1
686,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),298.6216216,cm2/g,Single,NA,,NA,29.86216216,mm2 mg-1
687,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),179.0174672,cm2/g,Single,NA,,NA,17.90174672,mm2 mg-1
688,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),223.3063063,cm2/g,Single,NA,,NA,22.33063063,mm2 mg-1
689,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),175.0333333,cm2/g,Single,NA,,NA,17.50333333,mm2 mg-1
690,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),218.9527559,cm2/g,Single,NA,,NA,21.89527559,mm2 mg-1
691,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),213.8033708,cm2/g,Single,NA,,NA,21.38033708,mm2 mg-1
692,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),797.7575758,cm2/g,Single,NA,,NA,79.77575758,mm2 mg-1
693,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),259.8636364,cm2/g,Single,NA,,NA,25.98636364,mm2 mg-1
694,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),216.5153374,cm2/g,Single,NA,,NA,21.65153374,mm2 mg-1
695,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),567.5192308,cm2/g,Single,NA,,NA,56.75192308,mm2 mg-1
696,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),529.2765957,cm2/g,Single,NA,,NA,52.92765957,mm2 mg-1
697,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),203.0585366,cm2/g,Single,NA,,NA,20.30585366,mm2 mg-1
698,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),157.3092784,cm2/g,Single,NA,,NA,15.73092784,mm2 mg-1
699,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),196.4058442,cm2/g,Single,NA,,NA,19.64058442,mm2 mg-1
700,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),272.8703704,cm2/g,Single,NA,,NA,27.28703704,mm2 mg-1
701,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),226.3131313,cm2/g,Single,NA,,NA,22.63131313,mm2 mg-1
702,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),219.7926829,cm2/g,Single,NA,,NA,21.97926829,mm2 mg-1
703,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),286.6,cm2/g,Single,NA,,NA,28.66,mm2 mg-1
704,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),212.0528169,cm2/g,Single,NA,,NA,21.20528169,mm2 mg-1
705,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),242.4821429,cm2/g,Single,NA,,NA,24.24821429,mm2 mg-1
706,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),202.0495868,cm2/g,Single,NA,,NA,20.20495868,mm2 mg-1
707,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),444.6625,cm2/g,Single,NA,,NA,44.46625,mm2 mg-1
708,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),313.1862745,cm2/g,Single,NA,,NA,31.31862745,mm2 mg-1
709,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),210.9695122,cm2/g,Single,NA,,NA,21.09695122,mm2 mg-1
710,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),213.1393939,cm2/g,Single,NA,,NA,21.31393939,mm2 mg-1
711,Alaska Peatland Experiment PFT values,SLA: petiole  included,Calamagrostis canadensis,SLA.petiole,sla (cm2 -g1),210.7363636,cm2/g,Single,NA,,NA,21.07363636,mm2 mg-1
82,Tundra Plant Traits Database,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLM,17,mg/cm2,Single,NA,,NA,5.882352941,mm2 mg-1
116,GLOPNET - Global Plant Trait Network Database,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,58.82352941,cm2/g,Single,NA,,NA,5.882352941,mm2 mg-1
117,GLOPNET - Global Plant Trait Network Database,SLA: undefined if petiole in- or excluded (1),Calamagrostis canadensis,SLA.unsure,LMA,170,g/m2,Single,NA,,NA,5.882352941,mm2 mg-1
179,Niwot Alpine Plant Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,Mean SLA (cm2/mg),31.63425783,cm2/g,Single,NA,,NA,3.163425783,mm2 mg-1
186,Photosynthesis Traits Worldwide,SLA: undefined if petiole in- or excluded (1),Calamagrostis canadensis,SLA.unsure,SLA,58.8235294,cm2 g-1,Single,NA,,NA,5.88235294,mm2 mg-1
729,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,58.82352941,SLA cm2/g,Single,NA,,NA,5.882352941,mm2 mg-1
756,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,265.5397727,SLA cm2/g,Single,NA,,NA,26.55397727,mm2 mg-1
757,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,261.9178744,SLA cm2/g,Single,NA,,NA,26.19178744,mm2 mg-1
758,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,365.7356322,SLA cm2/g,Single,NA,,NA,36.57356322,mm2 mg-1
759,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,239.4029126,SLA cm2/g,Single,NA,,NA,23.94029126,mm2 mg-1
760,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,291.2592593,SLA cm2/g,Single,NA,,NA,29.12592593,mm2 mg-1
761,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,209.5041667,SLA cm2/g,Single,NA,,NA,20.95041667,mm2 mg-1
762,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,272.038835,SLA cm2/g,Single,NA,,NA,27.2038835,mm2 mg-1
763,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,260.9651741,SLA cm2/g,Single,NA,,NA,26.09651741,mm2 mg-1
764,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,206.9638243,SLA cm2/g,Single,NA,,NA,20.69638243,mm2 mg-1
765,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,221.6115703,SLA cm2/g,Single,NA,,NA,22.16115703,mm2 mg-1
811,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Calamagrostis canadensis,SLA.unsure,SLA,31.63425783,SLA cm2/g,Single,NA,,NA,3.163425783,mm2 mg-1
13,The LEDA Traitbase,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,SLA: petiole and rachis excluded,10.35478548,mm2/mg,Best estimate,NA,,NA,10.35478548,mm2 mg-1
14,The LEDA Traitbase,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,SLA: petiole and rachis excluded,10.35478548,mm2/mg,Mean,NA,,NA,10.35478548,mm2 mg-1
98,Photosynthesis and Leaf Characteristics Database,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA (g/m2),79.12584778,g/m2,Single,NA,,NA,12.63809524,mm2 mg-1
99,Photosynthesis and Leaf Characteristics Database,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA (g/m2),65.17690875,g/m2,Single,NA,,NA,15.34285714,mm2 mg-1
100,Photosynthesis and Leaf Characteristics Database,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA (g/m2),56.63304888,g/m2,Single,NA,,NA,17.65753425,mm2 mg-1
101,Photosynthesis and Leaf Characteristics Database,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA (g/m2),68.70799104,g/m2,Single,NA,,NA,14.55434783,mm2 mg-1
102,Photosynthesis and Leaf Characteristics Database,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA (g/m2),85.79088472,g/m2,Single,NA,,NA,11.65625,mm2 mg-1
103,Photosynthesis and Leaf Characteristics Database,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA (g/m2),73.45360825,g/m2,Single,NA,,NA,13.61403509,mm2 mg-1
104,Photosynthesis and Leaf Characteristics Database,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA (g/m2),61.59110351,g/m2,Single,NA,,NA,16.23611111,mm2 mg-1
105,Photosynthesis and Leaf Characteristics Database,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA (g/m2),65.2014652,g/m2,Single,NA,,NA,15.33707865,mm2 mg-1
106,Photosynthesis and Leaf Characteristics Database,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA (g/m2),111.8335501,g/m2,Single,NA,,NA,8.941860462,mm2 mg-1
170,"Leaf Structure, Venation and Economic Spectrum",SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA.g.m2,79.12584778,g.m2,Single,NA,,NA,12.63809524,mm2 mg-1
171,"Leaf Structure, Venation and Economic Spectrum",SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA.g.m2,65.17690875,g.m2,Single,NA,,NA,15.34285714,mm2 mg-1
172,"Leaf Structure, Venation and Economic Spectrum",SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA.g.m2,56.63304888,g.m2,Single,NA,,NA,17.65753425,mm2 mg-1
173,"Leaf Structure, Venation and Economic Spectrum",SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA.g.m2,68.70799104,g.m2,Single,NA,,NA,14.55434783,mm2 mg-1
174,"Leaf Structure, Venation and Economic Spectrum",SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA.g.m2,85.79088472,g.m2,Single,NA,,NA,11.65625,mm2 mg-1
175,"Leaf Structure, Venation and Economic Spectrum",SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA.g.m2,73.45360825,g.m2,Single,NA,,NA,13.61403509,mm2 mg-1
176,"Leaf Structure, Venation and Economic Spectrum",SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA.g.m2,61.59110351,g.m2,Single,NA,,NA,16.23611111,mm2 mg-1
177,"Leaf Structure, Venation and Economic Spectrum",SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA.g.m2,65.2014652,g.m2,Single,NA,,NA,15.33707865,mm2 mg-1
178,"Leaf Structure, Venation and Economic Spectrum",SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,LMA.g.m2,111.8335501,g.m2,Single,NA,,NA,8.941860462,mm2 mg-1
717,European North Russia,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,Specific Leaf Area (mm2븁g-1),15.04154329,mm2/mg,Mean,0.372842182,Standard Deviation,6,15.04154329,mm2 mg-1
718,European North Russia,Leaf specific area (SLA): petiole excluded (min),Carex aquatilis,SLA.nopetiole,Specific Leaf Area (mm2븁g-1),13.77313084,mm2/mg,Minimum,NA,,NA,13.77313084,mm2 mg-1
719,European North Russia,Leaf specific area (SLA): petiole excluded  (max),Carex aquatilis,SLA.nopetiole,Specific Leaf Area (mm2븁g-1),16.29337748,mm2/mg,Maximum,NA,,NA,16.29337748,mm2 mg-1
720,European North Russia,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,Specific Leaf Area (mm2븁g-1),21.03949544,mm2/mg,Mean,1.327760061,Standard Deviation,6,21.03949544,mm2 mg-1
721,European North Russia,Leaf specific area (SLA): petiole excluded (min),Carex aquatilis,SLA.nopetiole,Specific Leaf Area (mm2븁g-1),14.78815789,mm2/mg,Minimum,NA,,NA,14.78815789,mm2 mg-1
722,European North Russia,Leaf specific area (SLA): petiole excluded  (max),Carex aquatilis,SLA.nopetiole,Specific Leaf Area (mm2븁g-1),23.98232759,mm2/mg,Maximum,NA,,NA,23.98232759,mm2 mg-1
723,European North Russia,SLA: petiole  excluded,Carex aquatilis,SLA.nopetiole,Specific Leaf Area (mm2븁g-1),15.8664281,mm2/mg,Mean,0.27027299,Standard Deviation,5,15.8664281,mm2 mg-1
724,European North Russia,Leaf specific area (SLA): petiole excluded (min),Carex aquatilis,SLA.nopetiole,Specific Leaf Area (mm2븁g-1),15.20465793,mm2/mg,Minimum,NA,,NA,15.20465793,mm2 mg-1
725,European North Russia,Leaf specific area (SLA): petiole excluded  (max),Carex aquatilis,SLA.nopetiole,Specific Leaf Area (mm2븁g-1),16.80267559,mm2/mg,Maximum,NA,,NA,16.80267559,mm2 mg-1
8,The LEDA Traitbase,SLA: petiole  included,Carex aquatilis,SLA.petiole,SLA: petiole and rachis included,14.61,mm2/mg,Best estimate,NA,,NA,14.61,mm2 mg-1
9,The LEDA Traitbase,SLA: petiole  included,Carex aquatilis,SLA.petiole,SLA: petiole and rachis included,14.61,mm2/mg,Mean,NA,,NA,14.61,mm2 mg-1
10,The LEDA Traitbase,SLA: petiole  included,Carex aquatilis,SLA.petiole,SLA: petiole and rachis included,16.18,mm2/mg,Maximum,NA,,NA,16.18,mm2 mg-1
11,The LEDA Traitbase,SLA: petiole  included,Carex aquatilis,SLA.petiole,SLA: petiole and rachis included,13.08,mm2/mg,Minimum,NA,,NA,13.08,mm2 mg-1
12,The LEDA Traitbase,SLA: petiole  included,Carex aquatilis,SLA.petiole,SLA: petiole and rachis included,14.61,mm2/mg,Median,NA,,NA,14.61,mm2 mg-1
181,Global Respiration Database,SLA: petiole  included,Carex aquatilis,SLA.petiole,LMA,88.78,gDM m-2,Single,NA,,NA,11.26379815,mm2 mg-1
83,Tundra Plant Traits Database,SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLM,12,mg/cm2,Single,NA,,NA,8.333333333,mm2 mg-1
118,GLOPNET - Global Plant Trait Network Database,SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,103.5478548,cm2/g,Single,NA,,NA,10.35478548,mm2 mg-1
119,GLOPNET - Global Plant Trait Network Database,SLA: undefined if petiole in- or excluded (1),Carex aquatilis,SLA.unsure,LMA,96.57370518,g/m2,Single,NA,,NA,10.35478548,mm2 mg-1
180,Functional traits explaining variation in plant life history strategies,SLA: undefined if petiole in- or excluded (1),Carex aquatilis,SLA.unsure,SLA,13.04384615,mm2 / mg,Mean,NA,,NA,13.04384615,mm2 mg-1
187,Photosynthesis Traits Worldwide,SLA: undefined if petiole in- or excluded (1),Carex aquatilis,SLA.unsure,SLA,103.547855,cm2 g-1,Single,NA,,NA,10.3547855,mm2 mg-1
188,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,56.53170359,g m-2,Single,NA,,NA,17.68918919,mm2 mg-1
189,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.77E-02,m2/g,Single,NA,,NA,17.68918919,mm2 mg-1
190,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,58.7835542,g m-2,Single,NA,,NA,17.01156069,mm2 mg-1
191,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.70E-02,m2/g,Single,NA,,NA,17.01156069,mm2 mg-1
192,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,87.04318937,g m-2,Single,NA,,NA,11.48854962,mm2 mg-1
193,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.15E-02,m2/g,Single,NA,,NA,11.48854962,mm2 mg-1
194,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,68.43065693,g m-2,Single,NA,,NA,14.61333333,mm2 mg-1
195,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.46E-02,m2/g,Single,NA,,NA,14.61333333,mm2 mg-1
196,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,114.0456182,g m-2,Single,NA,,NA,8.768421053,mm2 mg-1
197,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,8.77E-03,m2/g,Single,NA,,NA,8.768421053,mm2 mg-1
198,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,62.1669627,g m-2,Single,NA,,NA,16.08571429,mm2 mg-1
199,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.61E-02,m2/g,Single,NA,,NA,16.08571429,mm2 mg-1
200,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,52.41660994,g m-2,Single,NA,,NA,19.07792208,mm2 mg-1
201,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.91E-02,m2/g,Single,NA,,NA,19.07792208,mm2 mg-1
202,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,53.02695537,g m-2,Single,NA,,NA,18.85833333,mm2 mg-1
203,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.89E-02,m2/g,Single,NA,,NA,18.85833333,mm2 mg-1
204,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,60.98249577,g m-2,Single,NA,,NA,16.39814815,mm2 mg-1
205,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.64E-02,m2/g,Single,NA,,NA,16.39814815,mm2 mg-1
206,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,59.68688845,g m-2,Single,NA,,NA,16.75409836,mm2 mg-1
207,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.68E-02,m2/g,Single,NA,,NA,16.75409836,mm2 mg-1
208,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,58.01906341,g m-2,Single,NA,,NA,17.23571429,mm2 mg-1
209,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.72E-02,m2/g,Single,NA,,NA,17.23571429,mm2 mg-1
210,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,62.26493941,g m-2,Single,NA,,NA,16.06040268,mm2 mg-1
211,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.61E-02,m2/g,Single,NA,,NA,16.06040268,mm2 mg-1
212,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,60.35122434,g m-2,Single,NA,,NA,16.56967213,mm2 mg-1
213,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.66E-02,m2/g,Single,NA,,NA,16.56967213,mm2 mg-1
214,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,73.39878448,g m-2,Single,NA,,NA,13.62420382,mm2 mg-1
215,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,0.013624204,m2/g,Single,NA,,NA,13.62420382,mm2 mg-1
216,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,72.98211696,g m-2,Single,NA,,NA,13.70198675,mm2 mg-1
217,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.37E-02,m2/g,Single,NA,,NA,13.70198675,mm2 mg-1
218,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,73.37807606,g m-2,Single,NA,,NA,13.62804878,mm2 mg-1
219,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.36E-02,m2/g,Single,NA,,NA,13.62804878,mm2 mg-1
220,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",Leaf mass per area (LMA),Carex aquatilis,SLA.unsure,LMA,62.59490467,g m-2,Single,NA,,NA,15.97574124,mm2 mg-1
221,"Leaf Mass Area, Leaf Carbon and Nitrogen Content, Barrow, Alaska",SLA: undefined if petiole in- or excluded,Carex aquatilis,SLA.unsure,SLA,1.60E-02,m2/g,Single,NA,,NA,15.97574124,mm2 mg-1
