,Dataset,DataName,SpeciesName,TraitName,OriglName,value,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName
53,The LEDA Traitbase,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA: petiole and rachis excluded,8.004847939,mm2/mg,Mean,NA,,NA,8.004847939,mm2 mg-1
54,The LEDA Traitbase,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA: petiole and rachis excluded,16.9,mm2/mg,Best estimate,NA,,NA,16.9,mm2 mg-1
55,The LEDA Traitbase,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA: petiole and rachis excluded,16.9,mm2/mg,Mean,NA,,NA,16.9,mm2 mg-1
56,The LEDA Traitbase,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA: petiole and rachis excluded,12.1,mm2/mg,Best estimate,NA,,NA,12.1,mm2 mg-1
57,The LEDA Traitbase,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA: petiole and rachis excluded,12.1,mm2/mg,Mean,NA,,NA,12.1,mm2 mg-1
136,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,12.24336614,mm2 mg-1,Single,NA,,NA,12.24336614,mm2 mg-1
137,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,15.98597237,mm2 mg-1,Single,NA,,NA,15.98597237,mm2 mg-1
138,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,11.60907042,mm2 mg-1,Single,NA,,NA,11.60907042,mm2 mg-1
139,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,12.12196772,mm2 mg-1,Single,NA,,NA,12.12196772,mm2 mg-1
140,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,12.73018307,mm2 mg-1,Single,NA,,NA,12.73018307,mm2 mg-1
141,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,12.40039963,mm2 mg-1,Single,NA,,NA,12.40039963,mm2 mg-1
142,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,11.18891139,mm2 mg-1,Single,NA,,NA,11.18891139,mm2 mg-1
143,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,11.42332268,mm2 mg-1,Single,NA,,NA,11.42332268,mm2 mg-1
144,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,11.72564805,mm2 mg-1,Single,NA,,NA,11.72564805,mm2 mg-1
145,SLA and LDMC for Canadian Wetland Species,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA mm2 mg-1,13.95053403,mm2 mg-1,Single,NA,,NA,13.95053403,mm2 mg-1
166,"Plant Traits for Grassland Species (Konza Prairie, Kansas, USA)",SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,leaf mass area,1.12E-02,g cm-2,Single,NA,,NA,8.906976744,mm2 mg-1
182,Jasper Ridge leaf chemistry data,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA excluded,85.417,cm2 g-1,Single,NA,,NA,8.5417,mm2 mg-1
183,Jasper Ridge leaf chemistry data,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA excluded,59.36,cm2 g-1,Single,NA,,NA,5.936,mm2 mg-1
184,Jasper Ridge leaf chemistry data,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA excluded,80.556,cm2 g-1,Single,NA,,NA,8.0556,mm2 mg-1
185,Jasper Ridge leaf chemistry data,SLA: petiole  excluded,Typha latifolia,SLA.nopetiole,SLA excluded,70.26,cm2 g-1,Single,NA,,NA,7.026,mm2 mg-1
58,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,98.25327511,cm2/g,Single,NA,,NA,9.825327511,mm2 mg-1
59,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,89.74358974,cm2/g,Single,NA,,NA,8.974358974,mm2 mg-1
60,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,145.7399103,cm2/g,Single,NA,,NA,14.57399103,mm2 mg-1
61,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,127.7372263,cm2/g,Single,NA,,NA,12.77372263,mm2 mg-1
62,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,93.70314843,cm2/g,Single,NA,,NA,9.370314843,mm2 mg-1
63,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,96.21451104,cm2/g,Single,NA,,NA,9.621451104,mm2 mg-1
64,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,187.8612717,cm2/g,Single,NA,,NA,18.78612717,mm2 mg-1
65,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,90.05145798,cm2/g,Single,NA,,NA,9.005145798,mm2 mg-1
66,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,80.64516129,cm2/g,Single,NA,,NA,8.064516129,mm2 mg-1
67,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,113.085622,cm2/g,Single,NA,,NA,11.3085622,mm2 mg-1
68,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,192.3076923,cm2/g,Single,NA,,NA,19.23076923,mm2 mg-1
69,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,114.1732283,cm2/g,Single,NA,,NA,11.41732283,mm2 mg-1
70,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,82.41758242,cm2/g,Single,NA,,NA,8.241758242,mm2 mg-1
71,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,132.3877069,cm2/g,Single,NA,,NA,13.23877069,mm2 mg-1
72,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,89.4085282,cm2/g,Single,NA,,NA,8.94085282,mm2 mg-1
73,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,114.0510949,cm2/g,Single,NA,,NA,11.40510949,mm2 mg-1
74,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,92.30769231,cm2/g,Single,NA,,NA,9.230769231,mm2 mg-1
75,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,120.0686106,cm2/g,Single,NA,,NA,12.00686106,mm2 mg-1
76,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,65.27249683,cm2/g,Single,NA,,NA,6.527249683,mm2 mg-1
77,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,95.71209801,cm2/g,Single,NA,,NA,9.571209801,mm2 mg-1
78,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,89.48087432,cm2/g,Single,NA,,NA,8.948087432,mm2 mg-1
79,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,152.8117359,cm2/g,Single,NA,,NA,15.28117359,mm2 mg-1
80,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,113.2958801,cm2/g,Single,NA,,NA,11.32958801,mm2 mg-1
81,Wetland Dunes Database,SLA: petiole  included,Typha latifolia,SLA.petiole,SLA,90.53156146,cm2/g,Single,NA,,NA,9.053156146,mm2 mg-1
92,The Tansley Review LMA Database,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,LMA (g/m2),150.831,g/m2,Single,NA,,NA,6.629936817,mm2 mg-1
97,The Tansley Review LMA Database,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,LMA (g/m2),75.5,g/m2,Single,NA,,NA,13.24503311,mm2 mg-1
114,GLOPNET - Global Plant Trait Network Database,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,80.04847939,cm2/g,Single,NA,,NA,8.004847939,mm2 mg-1
115,GLOPNET - Global Plant Trait Network Database,SLA: undefined if petiole in- or excluded (1),Typha latifolia,SLA.unsure,LMA,124.9242968,g/m2,Single,NA,,NA,8.004847939,mm2 mg-1
728,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,80.04847939,SLA cm2/g,Single,NA,,NA,8.004847939,mm2 mg-1
733,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,97.01537514,SLA cm2/g,Single,NA,,NA,9.701537514,mm2 mg-1
766,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,122.4336614,SLA cm2/g,Single,NA,,NA,12.24336614,mm2 mg-1
767,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,159.8597237,SLA cm2/g,Single,NA,,NA,15.98597237,mm2 mg-1
768,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,116.0907042,SLA cm2/g,Single,NA,,NA,11.60907042,mm2 mg-1
769,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,121.2196772,SLA cm2/g,Single,NA,,NA,12.12196772,mm2 mg-1
770,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,127.3018307,SLA cm2/g,Single,NA,,NA,12.73018307,mm2 mg-1
771,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,124.0039963,SLA cm2/g,Single,NA,,NA,12.40039963,mm2 mg-1
772,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,111.8891139,SLA cm2/g,Single,NA,,NA,11.18891139,mm2 mg-1
773,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,114.2332268,SLA cm2/g,Single,NA,,NA,11.42332268,mm2 mg-1
774,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,117.2564805,SLA cm2/g,Single,NA,,NA,11.72564805,mm2 mg-1
775,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,139.5053403,SLA cm2/g,Single,NA,,NA,13.95053403,mm2 mg-1
796,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,89.06976744,SLA cm2/g,Single,NA,,NA,8.906976744,mm2 mg-1
817,The Global Leaf Traits,SLA: undefined if petiole in- or excluded,Typha latifolia,SLA.unsure,SLA,83.9,SLA cm2/g,Single,NA,,NA,8.39,mm2 mg-1
