"","Moist.log","Cu.log","Fe.log","Mn.log","P.log","Mg.log","K.log","Zn.log","C.log","TN.log","Na.log","Ca.log","S.log","Light.log","pH"
"45",13.6704859419827,0.824175442966349,4.67282883446191,3.53222564406856,2.33214389523559,4.51085950651685,3.25809653802148,1.14103300455206,10.7557942761687,7.74109909003537,3.91601502669768,8.23031079913502,6.36475075685191,1.09861228866811,7
"46",13.5076271387383,1.38379123090177,5.09098564674991,2.87469394517693,2.42921774392741,4.64918707140487,3.85397007397953,1.47932922708708,10.4341452149305,7.24494154633701,2.96062309644042,8.04112319894052,5.9427993751267,2.27212588550934,7.3
"47",13.3046866008636,1.44691898293633,4.99247132346858,2.58776403522771,2.58776403522771,4.67804883140066,3.86535059722972,1.4655675420144,10.5105592816278,7.1708884785125,3.02868337369368,8.09550418471651,6.01859321449623,3.23867845216438,7.4
"48",13.4371755770973,1.23837423104327,4.68545901721689,2.56417983068251,2.37397508908072,4.4238880887688,3.52547778217249,1.19392246847243,10.591647316585,7.37838371299671,2.90306858869057,7.9277679848376,5.86078622346587,3.39450839351136,7.4
"49",13.5860986514973,1.43746264769429,4.63122772030738,2.66444656362008,2.34468626901268,4.37726531757217,3.63626950384164,1.18478998490916,10.5187002182882,7.37838371299671,2.90690105984738,8.02846820608985,5.96870755998537,1.87180217690159,7.3
"50",13.5936174744892,1.35325450704169,4.40647531507619,2.41412646772695,2.08691355651854,4.25006543721888,3.47444784340175,0.904218150639886,10.8277662951325,7.78364059622125,2.78993736057439,7.87086089210496,5.67332326717149,0.741937344729377,7.5
"51",13.5371198534227,1.25846098961001,4.44359199033204,2.55412171880947,2.29152414563462,4.31895370569792,3.32071013074947,0.985816794522765,10.5610334618531,7.24494154633701,2.85070650150373,7.91684030119045,5.83188247728352,1.58923520511658,7.5
"52",13.4545421244619,1.14740245283754,3.9520126536443,2.82435065679837,1.69561560867515,4.21064501791826,2.98870765861703,0.951657875711446,10.6965026922443,7.74109909003537,2.77819796100429,7.87923470830017,5.6021188208797,2.16332302566054,7.7
"53",13.6255611831949,1.07500242302898,4.04585435306167,2.68239045432163,2.28340227357727,4.01620282433781,3.00716665117965,0.985816794522765,10.1697289067531,6.80350525760834,2.78624504868727,7.88051329703364,5.67332326717149,1.7227665977411,7.3
"54",13.4730216574672,0.887891257352457,4.15418456257812,2.99822915375258,1.90508815453506,3.96707921117622,3.13983261752775,0.982078472412158,10.5050949364556,7.37838371299671,2.95958682691764,7.79976151497497,5.6021188208797,2.63188884013665,7.5
"55",13.5489387542049,0.970778917158225,4.01674331619855,3.1561489949599,1.54115907168081,3.87535902105655,2.6203112867942,0.908258560176891,11.3241954175951,8.64839687703158,2.56417983068251,7.75090741485949,5.48479693349065,2.41591377830105,7.5
"56",13.4327864031002,1.61740608208328,4.80672231105882,2.55489902160804,2.55489902160804,4.56372299607392,3.81330703248899,1.27815220250019,10.6782377612977,7.650168700845,3.17555070012983,8.1088579684661,6.06610809010375,0.8754687373539,7.2
"57",13.5515463142123,1.62136648329937,4.72366408003588,2.72915916431245,2.27726728500976,4.64813388542021,3.64753649057955,1.04027671165515,10.4487435881066,6.90875477931522,2.91777073208428,8.06537205422665,5.83188247728352,1.50407739677627,7.5
"58",13.4400910268075,1.84530023615608,4.99158838117602,2.6748380668961,2.61520365073586,4.78113826880987,3.85967652505594,1.30019166206648,10.5427327759467,7.1708884785125,3.05729762921215,8.19774796893255,6.27476202124194,0.587786664902119,7.4
"59",13.5734402706491,1.65057985576528,5.11066160816338,2.80457176809283,2.57031952763613,4.72800709594715,3.82493889852103,1.36863942588117,10.6525660054169,7.49609734517596,2.99423114742772,8.14592079259326,6.19644412779452,0.955511445027436,7.2
"60",13.5304929327183,1.64287268852034,5.05132928042381,2.75302356674494,2.58324255050886,4.81559317289292,3.84374416467485,1.47017584510059,10.8666809540965,7.90137735379262,3.10099278421148,8.16344253899475,6.01859321449623,1.96009478404727,7.3
